,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
6076,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,120000,1,Individual,1,2,23.0,1396,90.0,5.0
6077,Toyota Innova 2.5 V Diesel 7-seater,2011,700000,250000,1,Individual,1,2,12.8,2494,102.0,7.0
6078,Ford Figo 1.5D Titanium Opt MT,2016,459999,69000,1,Individual,1,2,25.83,1498,99.0,5.0
6079,Maruti Ciaz ZDi Plus SHVS,2017,860000,80000,1,Individual,1,1,28.09,1248,88.5,5.0
6080,Hyundai i10 LPG,2012,275000,97000,3,Individual,1,3,19.0,1086,68.1,5.0
6081,Renault KWID RXT Optional,2016,390000,15000,0,Individual,1,1,25.17,799,53.3,5.0
6082,Tata Hexa XT,2018,1525000,50000,1,Individual,1,1,17.6,2179,153.86,7.0
6083,Maruti Alto LX BSIII,2005,110000,50800,0,Dealer,1,2,19.7,796,46.3,5.0
6084,Maruti Celerio ZXI MT BSIV,2017,484999,10000,0,Dealer,1,1,23.1,998,67.04,5.0
6085,BMW 6 Series GT 630d Luxury Line,2018,5830000,30000,1,Individual,0,1,17.09,2993,261.4,4.0
6086,Maruti Alto LXi,2012,185000,60000,0,Individual,1,2,19.7,796,46.3,5.0
6087,Hyundai Xcent 1.1 CRDi SX Option,2018,665000,40142,1,Dealer,1,1,24.4,1120,71.0,5.0
6088,Hyundai i20 1.2 Asta,2019,721000,9400,0,Dealer,1,1,18.6,1197,81.83,5.0
6089,Mahindra KUV 100 D75 K6 Plus 5Str,2016,390000,62000,1,Dealer,1,1,25.32,1198,77.0,5.0
6090,Tata Manza Aura (ABS) Quadrajet,2011,190000,90000,1,Dealer,1,1,18.8,1248,90.0,5.0
6091,Mahindra Thar CRDe,2019,975000,12584,1,Dealer,1,1,16.55,2498,105.0,6.0
6092,Datsun GO A Petrol,2016,275000,49000,0,Dealer,1,1,19.02,1198,67.05,5.0
6093,Maruti Alto 800 VXI BSIV,2016,315000,32000,0,Dealer,1,1,24.7,796,47.3,5.0
6094,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,685000,4300,0,Dealer,1,1,18.6,1197,81.86,5.0
6095,Maruti Swift VXI,2019,595000,14548,0,Dealer,1,1,21.21,1197,81.8,5.0
6096,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,44772,1,Dealer,1,2,23.0,1498,98.96,5.0
6097,Maruti Ertiga ZDI Plus,2018,950000,48500,1,Dealer,1,1,25.47,1248,88.5,7.0
6098,Maruti Alto 800 LXI BSIV,2016,275000,38000,0,Dealer,1,1,24.7,796,47.3,5.0
6099,Hyundai i20 2015-2017 Magna 1.2,2017,570000,28782,0,Dealer,1,1,18.6,1197,81.83,5.0
6100,Hyundai i20 Asta 1.2,2018,700000,28451,0,Dealer,1,1,18.6,1197,81.83,5.0
6101,Maruti Vitara Brezza ZDi,2018,910000,36500,1,Dealer,1,1,24.3,1248,88.5,5.0
6102,Maruti Swift Dzire VDI Optional,2018,751000,44885,1,Dealer,1,1,26.59,1248,74.0,5.0
6103,Hyundai EON Era,2014,225000,35000,0,Individual,1,1,21.1,814,55.2,5.0
6104,Tata Indica Vista Terra 1.4 TDI,2009,135000,110000,1,Individual,1,2,17.0,1405,71.0,5.0
6105,Maruti Ertiga ZDI Plus,2017,825000,79000,1,Dealer,1,1,25.47,1248,88.5,7.0
6106,Toyota Fortuner 4x2 AT,2015,1650000,91000,1,Dealer,0,2,12.55,2982,168.5,7.0
6107,Maruti Vitara Brezza ZDi,2018,875000,50000,1,Dealer,1,1,24.3,1248,88.5,5.0
6108,Maruti Ciaz ZDi Plus SHVS,2016,650000,81000,1,Dealer,1,2,28.09,1248,88.5,5.0
6109,Jeep Compass 1.4 Limited,2019,1450000,22000,0,Dealer,0,1,16.0,1368,160.0,5.0
6110,Hyundai Creta 1.6 SX Diesel,2017,975000,41000,1,Dealer,1,1,20.5,1582,126.2,5.0
6111,Maruti Ertiga SHVS VDI,2019,925000,50000,1,Dealer,1,1,24.52,1248,88.5,7.0
6112,Maruti Ertiga ZDI,2016,725000,66000,1,Dealer,1,1,20.77,1248,88.8,7.0
6113,Maruti Ertiga VDI,2013,550000,65000,1,Dealer,1,1,20.77,1248,88.76,7.0
6114,Hyundai i20 Diesel Asta Option,2014,550000,76000,1,Dealer,1,1,22.54,1396,88.73,5.0
6115,Toyota Innova 2.5 V Diesel 7-seater,2013,750000,95000,1,Dealer,1,1,12.8,2494,102.0,7.0
6116,Honda City 1.5 V MT,2013,475000,55000,0,Dealer,1,2,17.0,1497,118.0,5.0
6117,Datsun GO Plus T,2017,325000,65000,0,Dealer,1,1,19.02,1198,67.05,7.0
6118,Maruti Ertiga VDI,2017,725000,76000,1,Dealer,1,1,25.47,1248,88.5,7.0
6119,Maruti Ertiga VXI,2018,775000,47000,0,Dealer,1,2,16.02,1373,93.7,7.0
6120,Maruti Swift Dzire VDI,2017,625000,70000,1,Dealer,1,1,23.4,1248,74.0,5.0
6121,Maruti Swift ZDi,2014,470000,89000,1,Dealer,1,1,22.9,1248,74.0,5.0
6122,Toyota Innova Crysta 2.4 VX MT,2017,1750000,98000,1,Dealer,1,1,13.68,2393,147.51,7.0
6123,Toyota Innova Crysta 2.4 VX MT,2016,1650000,90000,1,Dealer,1,1,13.68,2393,147.51,7.0
6124,Hyundai Creta 1.4 CRDi S,2018,1050000,70000,1,Individual,1,1,21.38,1396,88.7,5.0
6125,Maruti Swift VDI,2013,380000,57000,1,Individual,1,1,22.9,1248,74.0,5.0
6126,Maruti Swift Dzire VDI,2017,650000,70000,1,Individual,1,1,26.59,1248,74.0,5.0
6127,Hyundai EON Era Plus,2016,275000,49200,0,Individual,1,1,21.1,814,55.2,5.0
6128,Honda Civic 1.8 V MT,2009,220000,125000,0,Individual,1,2,13.5,1799,130.0,5.0
6129,Hyundai i10 Era,2008,200000,60000,0,Individual,1,2,19.81,1086,68.05,5.0
6130,Maruti Eeco 5 Seater AC BSIV,2015,315000,120000,0,Individual,1,2,15.37,1196,73.0,5.0
6131,Maruti Alto LXI,2004,90000,110000,0,Individual,1,3,19.7,796,46.3,5.0
6132,Maruti Wagon R LXI Minor,2007,120000,70000,0,Individual,1,2,18.9,1061,67.0,5.0
6133,Maruti Wagon R LXI,2006,90000,168000,0,Individual,1,2,18.9,998,67.1,5.0
6134,Mahindra XUV500 W10 2WD,2018,1500000,30000,1,Individual,1,1,16.0,2179,140.0,7.0
6135,Hyundai Grand i10 CRDi Sportz,2015,370000,60000,1,Individual,1,1,24.0,1120,70.0,5.0
6136,Maruti Swift VDI BSIV,2016,595000,131111,1,Individual,1,1,25.2,1248,74.0,5.0
6137,Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,120000,1,Individual,1,2,19.2,1461,65.0,5.0
6138,Maruti Swift Dzire VDi,2012,400000,58400,1,Individual,1,2,19.3,1248,73.9,5.0
6139,Maruti Alto K10 VXI Airbag,2016,310000,23400,0,Individual,1,2,23.95,998,67.1,5.0
6140,Maruti Celerio VXI MT BSIV,2018,385000,50000,0,Individual,1,1,23.1,998,67.04,5.0
6141,Mahindra XUV500 W8 2WD,2014,750000,90000,1,Individual,1,1,15.1,2179,140.0,7.0
6142,Hyundai Santro Sportz AMT BSIV,2019,521000,3010,0,Individual,0,1,20.3,1086,68.0,5.0
6143,Tata Manza Aqua Quadrajet BS IV,2010,180000,80000,1,Individual,1,1,21.12,1248,88.8,5.0
6144,Ford Fiesta EXi 1.4 TDCi Ltd,2011,220000,155000,1,Individual,1,2,17.8,1399,68.0,5.0
6145,Maruti 800 AC,1998,40000,70000,0,Individual,1,2,16.1,796,37.0,4.0
6146,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,540000,4000,0,Individual,1,1,18.9,1197,81.86,5.0
6147,Maruti Alto LXi BSIII,2007,140000,35000,0,Individual,1,2,19.7,796,46.3,5.0
6148,Maruti Zen VXI,2003,200000,121000,0,Individual,1,1,17.3,993,60.0,5.0
6149,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,110000,1,Individual,1,2,22.77,1498,98.59,5.0
6150,Ford Fiesta 1.4 SXi TDCi ABS,2010,229999,170000,1,Individual,1,2,17.8,1399,68.0,5.0
6151,Maruti Swift Vdi BSIII,2010,305000,175000,1,Individual,1,3,17.8,1248,75.0,5.0
6152,Mahindra XUV500 W10 1.99 mHawk,2018,1400000,30000,1,Individual,1,1,16.0,1997,140.0,7.0
6153,Ford Fiesta 1.4 ZXi TDCi LE,2008,200000,163000,1,Individual,1,1,17.8,1399,68.0,5.0
6154,Ford Fiesta 1.4 ZXi TDCi ABS,2008,200000,163000,1,Individual,1,1,17.8,1399,68.0,5.0
6155,Mahindra Xylo D2 BS IV,2010,465000,77088,1,Individual,1,1,14.0,2489,95.0,8.0
6156,Nissan Micra Diesel XV,2011,210000,110000,1,Individual,1,3,23.08,1461,63.1,5.0
6157,Mahindra Bolero 2011-2019 SLX,2016,570000,136511,1,Individual,1,1,15.96,2523,62.1,7.0
6158,Maruti Ertiga ZXI,2015,570000,80000,0,Individual,1,1,16.02,1373,93.7,7.0
6159,Maruti Ertiga ZXI,2015,650000,60000,0,Individual,1,1,16.02,1373,93.7,7.0
6160,Maruti Swift Dzire ZXI,2016,620000,36000,0,Individual,1,1,20.85,1197,83.14,5.0
6161,Maruti Wagon R VXI BS IV,2012,250000,65000,0,Individual,1,2,18.9,998,67.1,5.0
6162,BMW X1 sDrive20d,2011,1000000,50000,1,Individual,0,1,17.05,1995,184.0,5.0
6163,Maruti Wagon R Duo Lxi,2012,300000,60000,3,Individual,1,1,26.2,998,58.2,5.0
6164,Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,82500,1,Individual,1,1,20.3,1248,75.0,5.0
6165,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,810000,30000,1,Individual,1,2,23.0,1498,98.96,5.0
6166,Chevrolet Cruze LTZ,2011,270000,100000,1,Individual,1,3,18.3,1991,147.9,5.0
6167,Maruti Swift Dzire LDI Optional,2015,470000,70000,1,Individual,1,2,26.59,1248,74.0,5.0
6168,Tata Zest Quadrajet 1.3 XT,2017,400000,85000,1,Individual,1,1,20.65,1248,88.7,5.0
6169,Maruti Wagon R Stingray VXI,2014,300000,60000,0,Individual,1,2,20.51,998,67.04,5.0
6170,Maruti Alto 800 Base,2015,170000,20000,0,Individual,1,3,22.74,796,47.3,5.0
6171,Renault Duster 110PS Diesel RXZ Optional with Nav,2014,455999,80000,1,Individual,1,1,19.01,1461,108.45,5.0
6172,Mahindra Xylo D2,2009,121000,100000,1,Individual,1,2,13.0,2489,95.0,8.0
6173,Maruti Vitara Brezza VDi Option,2016,650000,80000,1,Individual,1,2,24.3,1248,88.5,5.0
6174,Tata Bolt Revotron XE,2017,350000,35000,0,Individual,1,1,17.57,1193,88.7,5.0
6175,Chevrolet Beat Diesel,2013,125000,139000,1,Individual,1,1,25.44,936,57.6,5.0
6176,Maruti Alto AX,2005,80000,90000,0,Individual,0,2,19.7,796,46.3,5.0
6177,Honda City 2017-2020 GXi,2008,250000,100000,0,Individual,1,1,17.7,1497,78.0,5.0
6178,Volkswagen Vento Diesel Trendline,2011,225000,90000,1,Individual,1,1,20.54,1598,103.6,5.0
6179,Mahindra Bolero SLX,2007,215000,105000,1,Individual,1,2,13.6,2523,63.0,7.0
6180,Hyundai Xcent 1.2 CRDi E Plus,2017,450000,40000,1,Individual,1,2,25.4,1186,73.97,5.0
6181,Hyundai Xcent 1.2 VTVT S,2017,509999,90000,0,Individual,1,1,20.14,1197,81.86,5.0
6182,Maruti Alto 800 LXI,2015,245000,36710,0,Individual,1,2,22.74,796,47.3,5.0
6183,Mahindra Supro LX 8 Str,2018,400000,50000,1,Individual,1,1,23.5,909,45.0,8.0
6184,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,620000,28180,1,Dealer,1,1,23.65,1248,88.5,5.0
6185,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,44000,1,Dealer,1,1,23.65,1248,88.5,5.0
6186,Tata Harrier XZ BSIV,2019,1700000,15000,1,Individual,1,1,17.0,1956,138.1,5.0
6187,Datsun GO Plus T VDC,2019,590000,4000,0,Individual,1,1,19.72,1198,67.0,7.0
6188,Maruti Ritz VDi,2014,370000,30000,1,Individual,1,1,23.2,1248,73.94,5.0
6189,Maruti Swift VXI,2013,350000,15000,0,Individual,1,1,18.6,1197,85.8,5.0
6190,Maruti Baleno Alpha 1.2,2017,580000,20000,0,Individual,1,1,21.4,1197,83.1,5.0
6191,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,56000,0,Individual,1,1,18.9,1197,81.86,5.0
6192,Hyundai i20 Active 1.2 S,2017,600000,19000,0,Individual,1,1,17.19,1197,81.86,5.0
6193,Ford Endeavour 2.2 Titanium AT 4X2,2016,2400000,30000,1,Individual,0,1,12.62,2198,158.0,7.0
6194,Hyundai i20 1.2 Magna Executive,2017,450000,70000,0,Individual,1,1,18.6,1197,81.83,5.0
6195,Tata Indigo CS LX (TDI) BS III,2009,150000,30000,1,Individual,1,1,19.09,1396,69.0,5.0
6196,Maruti Eeco 5 Seater AC BSIV,2019,400000,15000,0,Individual,1,1,15.37,1196,73.0,5.0
6197,Maruti Alto 800 LXI,2013,185000,85000,0,Individual,1,1,22.74,796,47.3,5.0
6198,Maruti Swift AMT VXI,2018,625000,50000,0,Individual,0,1,22.0,1197,81.8,5.0
6199,Hyundai i20 Active SX Petrol,2019,700000,20000,0,Individual,1,1,17.19,1197,81.86,5.0
6200,Maruti Wagon R VXI Optional,2017,390000,25000,0,Individual,1,1,20.51,998,67.04,5.0
6201,Tata Nexon 1.2 Revotron XM,2018,625000,25000,0,Individual,1,1,17.0,1198,108.5,5.0
6202,Maruti Swift Dzire VXI,2014,400000,50000,0,Individual,1,1,19.1,1197,85.8,5.0
6203,Hyundai i20 1.4 CRDi Asta,2011,380000,150000,1,Individual,1,3,23.0,1396,90.0,5.0
6204,Toyota Corolla Altis 1.8 VL AT,2009,400000,90000,0,Individual,0,1,14.53,1794,138.1,5.0
6205,Tata Zest Revotron 1.2T XMS,2019,620000,100000,0,Individual,1,1,17.57,1193,88.7,5.0
6206,Ford Fiesta Classic 1.4 SXI Duratorq,2008,190000,180000,1,Individual,1,2,17.8,1399,67.0,5.0
6207,Maruti Alto 800 LXI,2013,210000,50000,0,Individual,1,2,22.74,796,47.3,5.0
6208,Maruti Ritz VDi,2012,270000,80000,1,Individual,1,3,23.2,1248,73.94,5.0
6209,Maruti Zen Std,1999,45000,100000,0,Individual,1,3,17.3,993,60.0,5.0
6210,Hyundai EON D Lite Plus,2014,220000,93000,0,Individual,1,2,21.1,814,55.2,5.0
6211,Mahindra Bolero 2011-2019 DI - AC BS III,2014,550000,11500,1,Individual,1,1,15.96,2523,63.0,9.0
6212,Hyundai i20 Asta 1.2,2013,370000,120000,0,Individual,1,1,18.5,1197,82.85,5.0
6213,Mahindra Xylo D2 Maxx,2015,650000,50000,1,Individual,1,1,14.95,2489,93.7,9.0
6214,Honda City V MT,2012,550000,120000,0,Individual,1,1,16.8,1497,116.3,5.0
6215,Ford Fiesta 1.4 SXi TDCi ABS,2010,225000,100000,1,Individual,1,2,17.8,1399,68.0,5.0
6216,Maruti 800 Std,2004,40000,57000,0,Individual,1,2,16.1,796,37.0,4.0
6217,Hyundai EON Era Plus,2016,280000,60000,0,Individual,1,1,21.1,814,55.2,5.0
6218,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,0,Dealer,0,1,17.01,1499,110.5,5.0
6219,Maruti Alto 800 LXI,2017,290000,90000,0,Individual,1,2,24.7,796,47.3,5.0
6220,Hyundai i20 Active 1.4 S,2018,720000,50000,1,Individual,1,2,21.19,1396,88.73,5.0
6221,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,800000,60000,1,Individual,1,1,22.77,1498,98.59,5.0
6222,Hyundai i10 Era,2012,265000,20000,0,Individual,1,3,19.81,1086,68.05,5.0
6223,Maruti Alto LX BSIII,2010,135000,90000,0,Individual,1,3,19.7,796,46.3,5.0
6224,Ford Figo 1.5D Ambiente MT,2016,350000,70000,1,Individual,1,2,25.83,1498,99.0,5.0
6225,Chevrolet Enjoy 1.3 TCDi LS 8,2016,490000,80000,1,Individual,1,1,18.2,1248,73.74,8.0
6226,Hyundai Verna 1.6 SX,2012,450000,72000,1,Individual,1,2,22.32,1582,126.32,5.0
6227,Mahindra Scorpio 1.99 S8,2016,950000,50000,1,Individual,1,1,15.4,1997,120.0,7.0
6228,Maruti Swift Dzire ZXi,2012,355000,90000,0,Individual,1,2,17.5,1298,85.8,5.0
6229,Hyundai Elite i20 Petrol Asta,2019,700000,17000,0,Individual,1,1,18.6,1197,81.86,5.0
6230,Mahindra Scorpio VLX 2WD BSIII,2012,459999,70000,1,Individual,1,1,12.05,2179,120.0,8.0
6231,Volkswagen Polo Diesel Highline 1.2L,2012,350000,74000,1,Individual,1,2,22.07,1199,73.9,5.0
6232,Maruti Alto LX BSIII,2006,85000,60000,0,Individual,1,2,19.7,796,46.3,5.0
6233,Maruti Alto 800 LX,2016,290000,15000,0,Individual,1,1,22.74,796,47.3,5.0
6234,Honda WR-V i-DTEC VX,2019,1000000,72000,1,Individual,1,1,25.5,1498,98.6,5.0
6235,Tata Indica V2 LSi,2008,85000,25000,0,Individual,1,2,16.84,1193,64.4,5.0
6236,Maruti Alto LXI,2003,65000,114000,0,Individual,1,1,19.7,796,46.3,5.0
6237,Honda City 1.5 EXI,2005,75000,120000,0,Individual,1,1,13.0,1493,100.0,5.0
6238,Skoda Octavia Ambiente 1.9 TDI MT,2003,100000,250000,1,Individual,1,2,18.7,1896,66.0,5.0
6239,Tata Indica Vista Terra 1.4 TDI,2009,170000,55768,1,Individual,1,1,17.0,1405,71.0,5.0
6240,Hyundai Grand i10 1.2 Kappa Magna AT,2017,525000,40000,0,Individual,0,1,18.9,1197,81.86,5.0
6241,Maruti Wagon R LXI,2020,265000,70000,0,Individual,1,2,21.79,998,67.05,5.0
6242,Tata Tigor 1.2 Revotron XZ,2018,459999,50000,0,Individual,1,1,20.3,1199,84.0,5.0
6243,Maruti Alto K10 VXI,2017,250000,20000,0,Individual,1,1,23.95,998,67.05,5.0
6244,Maruti Swift Dzire VDI,2013,395000,70000,1,Individual,1,2,23.4,1248,74.0,5.0
6245,Hyundai Grand i10 Asta Option,2014,375000,60000,0,Individual,1,1,18.9,1197,82.0,5.0
6246,Tata Indica Vista Aqua 1.4 TDI,2009,120000,120000,1,Individual,1,1,17.0,1405,71.0,5.0
6247,Maruti Ritz VDi,2011,290000,110000,1,Individual,1,2,21.1,1248,73.9,5.0
6248,Tata Tiago 1.2 Revotron XZ,2017,409999,60000,0,Individual,1,1,23.84,1199,84.0,5.0
6249,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,200000,30000,0,Individual,1,1,16.5,995,63.0,5.0
6250,Skoda Rapid 1.5 TDI Ambition BSIV,2018,900000,35000,1,Individual,1,1,21.13,1498,108.6,5.0
6251,Maruti 800 Std,2003,50000,50000,0,Individual,1,3,16.1,796,37.0,4.0
6252,Renault Duster 110PS Diesel RxZ,2012,450000,100000,1,Individual,1,1,19.01,1461,108.45,5.0
6253,Mahindra XUV500 W8 4WD,2012,650000,80000,1,Individual,1,3,15.1,2179,140.0,7.0
6254,Volkswagen CrossPolo 1.5 TDI,2014,300000,84000,1,Individual,1,2,20.14,1498,88.5,5.0
6255,Ford Fiesta 1.5 TDCi Ambiente,2014,425000,60000,1,Individual,1,1,25.01,1498,89.75,5.0
6256,Maruti Zen VXI,1998,55000,50000,0,Individual,1,2,17.3,993,60.0,5.0
6257,Hyundai i10 Magna 1.2 iTech SE,2011,200000,60000,0,Individual,1,2,20.36,1197,78.9,5.0
6258,Mahindra XUV500 W10 2WD,2015,975000,100000,1,Individual,1,1,16.0,2179,140.0,7.0
6259,Mahindra Bolero 2011-2019 SLX,2013,450000,70000,1,Individual,1,1,15.96,2523,62.1,7.0
6260,Mahindra Bolero 2011-2019 ZLX,2014,600000,82500,1,Individual,1,2,15.96,2523,62.1,7.0
6261,Mahindra Bolero 2011-2019 Plus AC,2014,550000,76000,1,Individual,1,1,15.96,2523,62.1,9.0
6262,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,180000,87000,1,Individual,1,1,18.0,1248,75.0,5.0
6263,Mahindra Xylo E4,2010,300000,120000,1,Individual,1,1,14.0,2498,112.0,7.0
6264,Tata Zest Revotron 1.2T XM,2016,350000,70000,0,Individual,1,2,17.57,1193,88.7,5.0
6265,Maruti Swift Dzire VDI,2014,465000,90000,1,Individual,1,1,23.4,1248,74.0,5.0
6266,Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,188000,1,Individual,1,2,21.12,1248,88.8,5.0
6267,Chevrolet Enjoy TCDi LS 8 Seater,2014,350000,120000,1,Individual,1,2,18.2,1248,73.8,8.0
6268,Honda City i VTEC V,2015,650000,80000,0,Individual,1,1,17.4,1497,117.3,5.0
6269,Hyundai i10 Magna,2010,150000,123278,0,Individual,1,2,20.36,1197,78.9,5.0
6270,Honda City i DTEC V,2014,560000,100000,1,Individual,1,2,26.0,1498,98.6,5.0
6271,Hyundai i20 Active 1.4 SX with AVN,2015,625000,90000,1,Individual,1,1,21.19,1396,88.73,5.0
6272,Ford Figo Diesel Titanium,2012,220000,110000,1,Individual,1,1,20.0,1399,68.0,5.0
6273,Ford Figo Diesel Celebration Edition,2013,250000,110000,1,Individual,1,1,20.0,1399,68.1,5.0
6274,Tata Zest Quadrajet 1.3 XT,2018,575000,70000,1,Individual,1,1,20.65,1248,88.7,5.0
6275,Mahindra XUV500 W8 AWD,2015,1050000,65000,1,Individual,1,1,15.1,2179,140.0,7.0
6276,Jaguar XF 2.2 Litre Luxury,2015,3000000,70000,1,Individual,0,2,16.36,2179,187.7,5.0
6277,Tata New Safari DICOR 2.2 LX 4x2,2012,200000,90000,1,Individual,1,3,11.57,2179,138.1,7.0
6278,Maruti Alto 800 VXI,2016,262000,50000,0,Individual,1,1,22.74,796,47.3,5.0
6279,Hyundai EON Era Plus,2018,299000,33000,0,Individual,1,1,21.1,814,55.2,5.0
6280,Maruti Alto 800 LXI,2015,250000,26500,0,Individual,1,1,22.74,796,47.3,5.0
6281,Hyundai Santro Xing GLS,2011,140000,60000,0,Individual,1,3,17.92,1086,62.1,5.0
6282,Maruti Swift Dzire VDI,2013,360000,70000,1,Individual,1,3,23.4,1248,74.0,5.0
6283,Datsun GO A,2015,210000,80000,0,Individual,1,1,20.63,1198,67.06,5.0
6284,Hyundai i20 1.4 Sportz,2017,600000,60000,1,Individual,1,1,22.54,1396,88.73,5.0
6285,Skoda Fabia 1.2L Diesel Ambiente,2011,210000,100000,1,Individual,1,1,19.5,1199,75.0,5.0
6286,Volkswagen Vento Diesel Comfortline,2011,300000,80000,1,Individual,1,2,20.54,1598,103.6,5.0
6287,Hyundai Grand i10 Asta,2016,450000,35000,0,Individual,1,1,18.9,1197,82.0,5.0
6288,Ford Endeavour 3.2 Titanium AT 4X4,2018,3200000,35000,1,Individual,0,1,10.91,3198,197.0,7.0
6289,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,10000,0,Individual,1,1,18.9,1197,81.86,5.0
6290,Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,100000,80000,1,Individual,1,1,18.0,1248,75.0,5.0
6291,Hyundai EON Era Plus,2012,185000,50000,0,Individual,1,2,21.1,814,55.2,5.0
6292,Maruti Wagon R LX BSIII,2006,80000,90000,0,Individual,1,2,17.3,1061,64.0,5.0
6293,Maruti Alto 800 VXI,2017,295000,80000,0,Individual,1,1,24.7,796,47.3,5.0
6294,Renault KWID Climber 1.0 MT,2017,360000,25000,0,Individual,1,1,23.01,999,67.0,5.0
6295,Maruti Alto K10 2010-2014 VXI,2014,210000,70000,0,Individual,1,1,20.92,998,67.1,5.0
6296,Hyundai Elite i20 Petrol CVT Magna Executive,2019,585000,80000,0,Individual,0,1,17.4,1197,81.86,5.0
6297,Volkswagen Polo Select 1.5 TDI Highline,2016,560000,50000,1,Individual,1,1,20.14,1498,88.7,5.0
6298,Honda City i DTEC S,2015,600000,70000,1,Individual,1,1,26.0,1498,98.6,5.0
6299,Datsun GO T BSIV,2017,330000,60000,0,Individual,1,1,20.63,1198,67.0,5.0
6300,Hyundai Verna VTVT 1.6 SX,2019,990000,15000,0,Individual,1,1,17.0,1591,121.3,5.0
6301,Toyota Etios Diesel TRD Sportivo,2012,300000,90000,1,Individual,1,1,23.59,1364,67.1,5.0
6302,Tata Nexon 1.2 Revotron XM,2018,650000,28000,0,Individual,1,1,17.0,1198,108.5,5.0
6303,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,695000,20000,0,Individual,0,1,17.4,1197,81.86,5.0
6304,Hyundai Grand i10 CRDi Magna,2014,300000,60000,1,Individual,1,1,24.0,1120,70.0,5.0
6305,Maruti Alto 800 LXI,2015,270000,22000,0,Individual,1,1,22.74,796,47.3,5.0
6306,Tata New Safari DICOR 2.2 EX 4x2,2010,185000,70000,1,Individual,1,2,11.57,2179,138.1,7.0
6307,Chevrolet Sail Hatchback LT ABS,2013,200000,80000,1,Individual,1,1,22.1,1248,76.9,5.0
6308,Maruti Wagon R LXI CNG Optional,2019,459999,35000,2,Individual,1,1,26.6,998,58.16,5.0
6309,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,860000,60000,1,Individual,1,1,21.5,1497,108.5,5.0
6310,Tata Tiago 1.2 Revotron XE,2018,400000,20000,0,Individual,1,1,23.84,1199,84.0,5.0
6311,Maruti Ritz VDi,2013,240000,142000,1,Individual,1,2,23.2,1248,73.94,5.0
6312,Maruti Swift Dzire ZDI,2015,570000,72000,1,Individual,1,1,26.59,1248,74.0,5.0
6313,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,850000,90000,1,Individual,1,1,23.0,1498,98.96,5.0
6314,Ford Figo Diesel Titanium,2011,155000,80000,1,Individual,1,3,20.0,1399,68.0,5.0
6315,Hyundai i20 1.4 CRDi Asta,2011,270000,125000,1,Individual,1,1,23.0,1396,90.0,5.0
6316,Maruti Ciaz ZXi Plus,2015,610000,33000,0,Individual,1,1,20.73,1373,91.1,5.0
6317,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,50000,1,Individual,1,1,19.67,1582,126.2,5.0
6318,Mahindra Scorpio LX,2012,450000,120000,1,Individual,1,2,12.05,2179,120.0,9.0
6319,Hyundai Xcent 1.2 CRDi E,2018,500000,35000,1,Individual,1,1,25.4,1186,73.97,5.0
6320,Honda Amaze S Diesel BSIV,2018,700000,43000,1,Individual,1,1,27.4,1498,98.63,5.0
6321,Maruti Alto LXi,2007,135000,60000,0,Individual,1,1,19.7,796,46.3,5.0
6322,Mahindra Scorpio LX,2012,430000,148000,1,Individual,1,2,12.05,2179,120.0,9.0
6323,Hyundai Verna 1.6 SX CRDi (O),2014,625000,70000,1,Individual,1,2,22.32,1582,126.32,5.0
6324,Nissan Sunny XL,2011,280000,96000,0,Individual,1,1,16.95,1498,97.7,5.0
6325,Mahindra Scorpio 1.99 S6 Plus,2015,800000,70000,1,Individual,1,1,15.4,1997,120.0,7.0
6326,Maruti Ritz VDi,2012,220000,70000,1,Individual,1,2,23.2,1248,73.94,5.0
6327,Maruti Ignis 1.2 Alpha BSIV,2017,620000,18484,0,Individual,1,1,20.89,1197,81.8,5.0
6328,Tata Safari DICOR 2.2 EX 4x2,2011,300000,70000,1,Individual,1,1,13.93,2179,138.03,7.0
6329,Maruti Alto LX,2010,180000,25000,0,Individual,1,2,19.7,796,46.3,5.0
